customer_id,month,emi_amount,paid_on_time,outstanding_bal
CUST00016,4,21280.32,1,56104.4
CUST00016,5,42294.83,1,101078.39
CUST00016,6,29149.71,0,164058.82
CUST00017,1,28415.37,1,340147.62
CUST00017,2,37261.31,1,45470.82
CUST00017,3,27966.89,1,226716.15
CUST00017,4,28096.15,1,281955.59
CUST00017,5,30145.87,0,403457.68
CUST00017,6,37547.6,1,127228.61
CUST00018,1,5135.7,0,289155.63
CUST00018,2,7038.04,1,350192.44
CUST00018,3,29352.36,1,467291.4
CUST00018,4,8105.86,1,15867.44
CUST00018,5,23399.01,0,382913.84
CUST00018,6,49025.0,0,481891.28
CUST00019,1,21850.74,1,224268.57
CUST00019,2,46270.18,1,187822.77
CUST00019,3,35722.87,0,437276.86
CUST00019,4,10984.54,1,59316.58
CUST00019,5,49678.1,1,264421.27
CUST00019,6,37753.62,0,417410.81
CUST00020,1,39028.07,1,231501.95
CUST00020,2,37359.23,1,265966.8
CUST00020,3,42051.22,0,230312.64
CUST00020,4,11980.46,0,468705.18
CUST00020,5,37626.08,1,16108.66
CUST00020,6,34708.9,1,383026.73
CUST00021,1,44769.05,1,120333.15
CUST00021,2,8028.09,1,16788.14
CUST00021,3,31900.32,0,436106.21
CUST00021,4,16013.04,1,201132.68
CUST00021,5,15545.27,0,377192.85
CUST00021,6,39922.86,0,251947.92
CUST00022,1,18016.86,0,288055.17
CUST00022,2,30986.37,0,409191.24
CUST00022,3,15660.68,0,492847.78
CUST00022,4,28456.3,1,150250.48
CUST00022,5,7743.09,1,439856.95
CUST00022,6,46020.99,0,339375.06
CUST00023,1,30013.28,1,486145.12
CUST00023,2,47371.39,0,190577.32
CUST00023,3,28600.84,0,208162.32
CUST00023,4,11714.79,1,91939.49
CUST00023,5,29206.77,0,424670.47
CUST00023,6,18533.14,0,72175.87
CUST00024,1,25836.13,1,281192.97
CUST00024,2,48550.38,1,264995.91
CUST00024,3,22478.86,1,101668.37
CUST00024,4,34101.76,1,423566.69
CUST00024,5,9160.88,0,414703.14
CUST00024,6,7319.15,1,336835.96
CUST00025,1,32131.49,1,94081.65
CUST00025,2,39276.34,0,335725.26
CUST00025,3,14765.74,0,434736.93
CUST00025,4,19983.39,1,105903.89
CUST00025,5,13551.07,0,58658.1
CUST00025,6,49980.74,1,457220.65
CUST00026,1,36303.18,0,102256.57
CUST00026,2,46180.69,1,160807.5
CUST00026,3,17737.66,1,266825.06
CUST00026,4,21166.68,1,179822.31
CUST00026,5,44726.54,1,49304.12
CUST00026,6,49159.33,1,380814.48
CUST00027,1,19410.5,0,185352.46
CUST00027,2,23626.86,1,432042.42
CUST00027,3,38356.36,1,130387.05
CUST00027,4,47064.12,1,360005.97
CUST00027,5,18283.65,0,164932.64
CUST00027,6,22092.79,0,249650.74
CUST00028,1,34457.36,0,168782.14
CUST00028,2,39351.23,1,483254.13
CUST00028,3,33876.25,1,230414.5
CUST00028,4,37974.75,1,84632.86
CUST00028,5,37414.11,1,92023.89
CUST00028,6,45021.4,0,478618.45
CUST00029,1,28577.5,1,472594.06
CUST00029,2,35069.7,1,206196.11
CUST00029,3,42914.51,0,33983.97
CUST00029,4,11796.33,0,252866.46
CUST00029,5,21794.03,1,318864.3
CUST00029,6,47025.67,1,329642.17
CUST00030,1,5707.93,1,275821.78
CUST00030,2,5533.29,1,361096.36
CUST00030,3,29108.21,1,8571.3
CUST00030,4,41592.07,0,215286.6
CUST00030,5,47287.04,0,53508.21
CUST00030,6,9334.13,0,120484.42
CUST00031,1,32890.14,1,407607.2
CUST00031,2,17029.61,1,39509.62
CUST00031,3,48168.4,1,282501.09
CUST00031,4,49560.49,0,149987.32
CUST00031,5,42262.79,1,326867.86
CUST00031,6,43619.86,1,46750.25
CUST00032,1,22066.88,1,238002.55
CUST00032,2,33653.66,0,85691.79
CUST00032,3,27493.63,1,322453.62
CUST00032,4,19907.18,1,447395.61
CUST00032,5,46361.85,0,105708.53
CUST00032,6,44065.26,1,237750.14
CUST00033,1,7095.29,1,342214.37
CUST00033,2,17616.79,1,281754.93
CUST00033,3,6480.58,1,7829.05
CUST00033,4,14322.12,0,376127.23
CUST00033,5,37072.01,1,464437.47
CUST00033,6,18467.46,1,120236.1
CUST00034,1,42559.28,1,338517.48
CUST00034,2,29325.31,1,377804.63
CUST00034,3,11297.78,0,362081.79
CUST00034,4,27535.68,1,26848.22
CUST00034,5,24668.97,1,170296.37
CUST00034,6,39605.25,1,198351.52
CUST00035,1,39809.97,1,317061.47
CUST00035,2,40259.67,1,245301.73
CUST00035,3,21011.5,1,215923.97
CUST00035,4,35586.27,0,190036.36
CUST00035,5,39747.53,1,399027.59
CUST00035,6,37089.88,1,133986.02
CUST00036,1,22100.0,0,77138.45
CUST00036,2,22532.99,1,53275.46
CUST00036,3,5233.79,1,222367.93
CUST00036,4,39260.59,1,66253.5
CUST00036,5,13432.63,1,278492.52
CUST00036,6,28059.84,1,13130.95
CUST00037,1,20926.14,1,298462.28
CUST00037,2,40299.74,1,6170.31
CUST00037,3,23621.45,1,362421.92
CUST00037,4,30179.14,0,285980.22
CUST00037,5,12631.23,1,84750.87
CUST00037,6,17101.35,1,246561.97
CUST00038,1,7847.02,1,137980.94
CUST00038,2,18488.85,1,180562.46
CUST00038,3,47490.0,0,312516.84
CUST00038,4,31721.29,0,228930.82
CUST00038,5,11097.03,1,474411.73
CUST00038,6,19949.77,1,189944.98
CUST00039,1,43798.92,1,167368.11
CUST00039,2,41696.4,0,487112.69
CUST00039,3,11125.6,1,301605.63
CUST00039,4,36288.15,1,157091.64
CUST00039,5,48405.86,1,145724.08
CUST00039,6,36273.1,1,483881.54
CUST00040,1,40188.85,1,188027.65
CUST00040,2,41742.25,1,182507.77
CUST00040,3,46943.02,0,296113.52
CUST00040,4,29553.31,0,383808.95
CUST00040,5,6211.22,0,230811.11
CUST00040,6,36876.52,1,398842.76
CUST00041,1,42407.68,1,409482.78
CUST00041,2,40804.56,1,336488.83
CUST00041,3,11263.06,1,121010.58
CUST00041,4,34639.83,0,211563.98
CUST00041,5,21964.59,1,495350.31
CUST00041,6,26565.56,1,267183.7
CUST00042,1,46557.31,0,209150.35
CUST00042,2,6654.43,1,350817.14
CUST00042,3,41553.36,1,319090.18
CUST00042,4,8824.19,0,328800.82
CUST00042,5,20975.4,0,306338.95
CUST00042,6,30344.91,0,338735.95
CUST00043,1,22982.8,1,482858.39
CUST00043,2,24370.5,1,49303.28
CUST00043,3,14990.05,0,259398.88
CUST00043,4,31123.32,1,110515.87
CUST00043,5,21835.38,1,386171.12
CUST00043,6,31486.55,1,75372.47
CUST00044,1,49896.62,1,52274.68
CUST00044,2,23718.89,1,58034.67
CUST00044,3,47330.43,0,174164.33
CUST00044,4,20438.0,0,260557.41
CUST00044,5,20673.51,1,219082.97
CUST00044,6,36354.35,1,33587.17
CUST00045,1,7010.74,0,57542.63
CUST00045,2,43213.1,0,54681.34
CUST00045,3,41002.26,0,121956.47
CUST00045,4,12850.4,0,165494.83
CUST00045,5,24186.62,1,115927.77
CUST00045,6,23227.13,0,93193.46
CUST00046,1,34578.86,1,14596.14
CUST00046,2,32634.81,0,224787.51
CUST00046,3,24329.88,1,352367.81
CUST00046,4,14260.3,0,404364.89
CUST00046,5,7815.37,1,399751.18
CUST00046,6,29160.01,1,162992.46
CUST00047,1,25589.77,1,335350.71
CUST00047,2,27026.78,0,156702.06
CUST00047,3,22488.77,1,293502.36
CUST00047,4,20656.61,1,308681.34
CUST00047,5,41618.22,0,400306.69
CUST00047,6,46340.72,1,42375.98
CUST00048,1,11027.65,1,119286.36
CUST00048,2,10262.7,1,346718.27
CUST00048,3,27987.12,1,298212.91
CUST00048,4,30866.27,1,92876.85
CUST00048,5,33597.57,0,459580.5
CUST00048,6,46881.27,0,277456.29
CUST00049,1,27033.89,0,93549.29
CUST00049,2,42889.33,1,26805.63
CUST00049,3,21156.76,1,242304.46
CUST00049,4,13780.78,1,481914.54
CUST00049,5,27744.71,1,204567.17
CUST00049,6,27127.66,0,419945.9
CUST00050,1,26991.48,1,282698.9
CUST00050,2,40814.64,0,146044.95
CUST00050,3,17368.38,1,144335.16
CUST00050,4,40133.31,1,371259.13
CUST00050,5,39466.38,1,255402.99
CUST00050,6,30772.13,1,387556.51
CUST00051,1,42047.73,1,271021.69
CUST00051,2,39055.38,0,220683.29
CUST00051,3,14834.39,1,51208.22
CUST00051,4,42353.18,0,148854.47
CUST00051,5,49969.07,1,131407.61
CUST00051,6,43798.98,1,219534.95
CUST00052,1,49728.1,0,104939.08
CUST00052,2,38192.58,0,175315.42
CUST00052,3,36983.93,0,214083.53
CUST00052,4,32726.8,0,406764.93
CUST00052,5,41244.82,1,175407.74
CUST00052,6,17648.83,1,84188.68
CUST00053,1,49055.01,1,144666.62
CUST00053,2,17030.44,1,492744.15
CUST00053,3,35568.47,1,67794.45
CUST00053,4,38754.24,1,459384.36
CUST00053,5,49661.88,0,63444.08
CUST00053,6,43973.55,0,73121.72
CUST00054,1,19494.35,0,380736.79
CUST00054,2,35430.55,1,71085.82
CUST00054,3,33458.09,0,207112.54
CUST00054,4,25339.63,0,397299.32
CUST00054,5,39599.79,1,257806.74
CUST00054,6,17520.16,1,227347.82
CUST00055,1,26962.0,1,1236.54
CUST00055,2,39836.09,0,46570.83
CUST00055,3,48746.76,0,332071.91
CUST00055,4,21120.02,1,397838.96
CUST00055,5,22897.21,1,412423.82
CUST00055,6,27262.17,1,414171.81
CUST00056,1,20198.98,1,65297.13
CUST00056,2,43359.02,1,447077.33
CUST00056,3,39301.43,1,49787.37
CUST00056,4,40275.04,1,8140.68
CUST00056,5,46824.48,0,220642.97
CUST00056,6,5030.42,1,101159.1
CUST00057,1,35986.63,0,441073.88
CUST00057,2,18583.95,1,46669.99
CUST00057,3,21219.59,1,185921.88
CUST00057,4,45671.01,0,25893.64
CUST00057,5,33152.19,0,349720.69
CUST00057,6,15536.47,0,45599.59
CUST00058,1,9283.27,0,238403.35
CUST00058,2,10971.49,0,259722.13
CUST00058,3,25028.01,1,347798.55
CUST00058,4,41769.91,1,347015.5
CUST00058,5,26496.51,0,191534.96
CUST00058,6,37884.35,1,51600.77
CUST00059,1,21540.28,1,68564.65
CUST00059,2,39805.72,0,320788.07
CUST00059,3,35471.17,1,265254.14
CUST00059,4,5381.36,0,82058.27
CUST00059,5,20803.45,0,314040.02
CUST00059,6,11811.84,1,308038.01
CUST00060,1,24907.27,0,43344.02
CUST00060,2,9520.93,1,294786.96
CUST00060,3,22281.44,1,157251.83
CUST00060,4,11292.36,1,322310.28
CUST00060,5,16167.52,1,300003.93
CUST00060,6,32341.69,0,13412.2
CUST00061,1,43118.15,1,102722.86
CUST00061,2,32311.71,0,373921.82
CUST00061,3,18299.39,1,391900.8
CUST00061,4,40720.01,0,247443.86
CUST00061,5,10073.46,1,319041.16
CUST00061,6,8195.54,1,493441.27
CUST00062,1,47026.6,0,193419.12
CUST00062,2,42753.8,1,182706.23
CUST00062,3,35732.39,1,477226.49
CUST00062,4,39666.52,1,293681.75
CUST00062,5,5620.7,0,19913.43
CUST00062,6,7721.1,1,253305.3
CUST00063,1,33285.68,1,383555.0
CUST00063,2,24060.89,1,41213.91
CUST00063,3,29145.42,1,76340.22
CUST00063,4,8761.87,1,255652.35
CUST00063,5,14143.89,0,268195.09
CUST00063,6,22582.92,0,381612.07
CUST00064,1,34242.78,0,33057.54
CUST00064,2,36440.41,0,476713.99
CUST00064,3,15738.68,0,43106.4
CUST00064,4,24551.76,1,306148.4
CUST00064,5,7476.29,0,370846.75
CUST00064,6,38329.62,1,6332.49
CUST00065,1,11174.53,1,81916.32
CUST00065,2,47885.73,1,258611.42
CUST00065,3,42012.81,1,83481.48
CUST00065,4,10711.88,1,366467.92
CUST00065,5,10312.55,1,167505.51
CUST00065,6,24319.61,1,31935.99
CUST00066,1,37054.55,1,313766.42
CUST00066,2,27326.64,1,180061.95
CUST00066,3,27482.45,1,83440.7
CUST00066,4,12078.95,1,447134.21
CUST00066,5,35335.42,1,114202.21
CUST00066,6,27897.12,1,429344.5
CUST00067,1,5552.96,1,235882.29
CUST00067,2,22234.08,0,89480.47
CUST00067,3,48215.4,1,276432.39
CUST00067,4,46127.65,0,327851.65
CUST00067,5,15103.19,0,208128.3
CUST00067,6,37412.96,1,412998.5
CUST00068,1,30719.12,1,251020.47
CUST00068,2,45587.35,0,111592.53
CUST00068,3,28209.84,1,477039.7
CUST00068,4,8101.69,1,433016.11
CUST00068,5,39808.74,1,163650.46
CUST00068,6,29889.11,1,184459.68
CUST00069,1,18121.78,1,369787.99
CUST00069,2,15916.28,1,295845.47
CUST00069,3,27201.23,0,366231.67
CUST00069,4,29595.17,0,75283.19
CUST00069,5,46957.89,1,116498.87
CUST00069,6,20589.07,0,438599.31
CUST00070,1,47794.56,1,379464.58
CUST00070,2,21932.37,0,363607.52
CUST00070,3,9677.71,1,491557.87
CUST00070,4,23891.71,1,486279.62
CUST00070,5,11406.81,1,46513.32
CUST00070,6,46457.35,1,206528.4
CUST00071,1,45301.01,1,487277.4
CUST00071,2,8820.61,1,252713.88
CUST00071,3,33674.71,1,37415.24
CUST00071,4,30551.93,1,331221.96
CUST00071,5,10881.87,1,130495.47
CUST00071,6,19175.4,1,350362.8
CUST00072,1,38090.88,1,226378.93
CUST00072,2,15512.51,0,68055.92
CUST00072,3,39656.6,1,77705.28
CUST00072,4,12396.87,1,157016.64
CUST00072,5,10433.15,1,482317.36
CUST00072,6,14343.63,1,231673.3
CUST00073,1,43361.7,1,78807.69
CUST00073,2,35872.47,0,348438.99
CUST00073,3,6814.84,1,74161.9
CUST00073,4,37002.08,1,198122.23
CUST00073,5,7202.78,1,130083.4
CUST00073,6,49580.45,1,476048.3
CUST00074,1,43457.06,1,374039.22
CUST00074,2,16243.37,1,50953.67
CUST00074,3,40721.44,1,5978.46
CUST00074,4,42366.75,0,65357.62
CUST00074,5,42065.3,1,343142.63
CUST00074,6,47190.87,1,291161.9
CUST00075,1,16646.93,1,10900.09
CUST00075,2,7901.24,0,221715.66
CUST00075,3,10795.62,1,61263.83
CUST00075,4,47402.63,1,83994.6
CUST00075,5,30824.79,0,197499.34
CUST00075,6,6326.7,0,213332.01
CUST00076,1,20927.45,0,137490.88
CUST00076,2,25070.51,0,17324.72
CUST00076,3,32862.94,0,323639.2
CUST00076,4,27450.12,1,239515.46
CUST00076,5,8947.47,1,68618.01
CUST00076,6,13975.6,1,124573.88
CUST00077,1,49733.93,1,397423.12
CUST00077,2,49523.16,0,179556.05
CUST00077,3,29503.3,1,172017.06
CUST00077,4,30454.3,1,194190.64
CUST00077,5,13091.71,1,298558.18
CUST00077,6,6318.66,1,29295.62
CUST00078,1,49618.91,1,178716.45
CUST00078,2,31279.5,0,486989.93
CUST00078,3,9506.05,0,120576.4
CUST00078,4,29016.03,0,27954.33
CUST00078,5,49837.64,0,287846.05
CUST00078,6,49219.91,1,177402.32
CUST00079,1,42765.0,0,88050.18
CUST00079,2,31663.38,0,348813.28
CUST00079,3,46129.1,1,351726.44
CUST00079,4,20825.7,1,281803.24
CUST00079,5,30339.9,0,418348.42
CUST00079,6,41468.05,1,271062.3
CUST00080,1,12900.05,1,45128.69
CUST00080,2,15468.05,0,9963.99
CUST00080,3,26509.5,1,458948.09
CUST00080,4,14065.9,0,170379.52
CUST00080,5,12985.69,1,29777.98
CUST00080,6,11647.04,0,458612.07
CUST00081,1,39846.49,1,430334.73
CUST00081,2,48225.14,1,352269.0
CUST00081,3,34796.28,1,50516.09
CUST00081,4,18579.43,0,487930.34
CUST00081,5,37955.84,1,395921.26
CUST00081,6,48229.79,0,158641.7
CUST00082,1,36823.23,1,346780.2
CUST00082,2,46798.03,1,111618.61
CUST00082,3,31502.76,0,189192.05
CUST00082,4,38029.77,1,63674.18
CUST00082,5,37797.39,0,474349.08
CUST00082,6,22622.06,1,16191.37
CUST00083,1,32107.49,1,110447.63
CUST00083,2,30449.76,1,70321.68
CUST00083,3,38540.45,0,173405.06
CUST00083,4,19378.34,0,442660.13
CUST00083,5,8992.67,0,335012.29
CUST00083,6,37817.87,1,223314.97
CUST00084,1,16934.56,0,346588.04
CUST00084,2,20771.65,1,360206.79
CUST00084,3,7166.64,1,366292.25
CUST00084,4,48609.58,1,246541.0
CUST00084,5,22042.07,1,187673.79
CUST00084,6,42296.31,1,325484.78
CUST00085,1,35922.22,0,225643.71
CUST00085,2,40963.76,1,147454.31
CUST00085,3,19342.26,1,37100.2
CUST00085,4,12654.73,1,80452.25
CUST00085,5,8375.11,1,168975.29
CUST00085,6,49337.42,1,352252.32
CUST00086,1,24409.55,0,82498.6
CUST00086,2,45038.9,0,26777.87
CUST00086,3,19899.26,0,204639.93
CUST00086,4,29935.06,0,270062.72
CUST00086,5,34726.91,1,118774.14
CUST00086,6,7233.59,1,274831.32
CUST00087,1,27092.67,1,180414.46
CUST00087,2,24242.27,1,411948.65
CUST00087,3,33129.09,1,99837.4
CUST00087,4,6158.11,0,319095.33
CUST00087,5,48967.6,1,421884.54
CUST00087,6,18875.9,1,235472.23
CUST00088,1,45269.49,1,45568.44
CUST00088,2,29485.67,0,185510.26
CUST00088,3,22165.03,0,222887.64
CUST00088,4,16848.32,1,131700.4
CUST00088,5,42668.54,1,30819.68
CUST00088,6,38850.58,0,48351.31
CUST00089,1,35066.35,1,206993.33
CUST00089,2,39040.56,0,276800.95
CUST00089,3,42835.87,1,209316.04
CUST00089,4,29098.15,1,286357.15
CUST00089,5,15603.89,1,39477.52
CUST00089,6,45624.97,0,17364.25
CUST00090,1,30704.9,1,400225.17
CUST00090,2,35489.07,1,73723.83
CUST00090,3,47716.47,1,86439.49
CUST00090,4,49296.56,0,404230.36
CUST00090,5,10678.37,1,39184.26
CUST00090,6,35740.65,0,498634.61
CUST00091,1,33225.18,1,128943.18
CUST00091,2,45986.2,1,43513.72
CUST00091,3,30036.39,1,163063.4
CUST00091,4,17429.04,1,458580.96
CUST00091,5,5556.37,0,311528.96
CUST00091,6,28515.29,1,56259.42
CUST00092,1,11733.9,1,293967.07
CUST00092,2,39126.98,1,462464.08
CUST00092,3,30320.77,1,392872.82
CUST00092,4,44036.39,1,438946.78
CUST00092,5,16886.15,0,242792.4
CUST00092,6,32403.3,1,86099.86
CUST00093,1,23133.83,1,304327.63
CUST00093,2,36214.76,1,197896.37
CUST00093,3,44553.09,0,118789.65
CUST00093,4,38558.74,1,448515.68
CUST00093,5,5910.48,1,155474.65
CUST00093,6,42928.1,0,342426.01
CUST00094,1,48762.35,0,67192.76
CUST00094,2,48839.87,1,387015.45
CUST00094,3,19439.07,0,208386.36
CUST00094,4,34049.97,0,220858.3
CUST00094,5,46104.48,1,370472.4
CUST00094,6,39177.2,1,410508.7
CUST00095,1,28187.14,0,32808.48
CUST00095,2,36930.62,1,67824.91
CUST00095,3,43308.29,1,14474.08
CUST00095,4,13674.36,0,418488.34
CUST00095,5,16227.06,1,25279.64
CUST00095,6,21216.88,0,136988.75
CUST00096,1,42057.78,1,198471.14
CUST00096,2,46538.31,0,15281.6
CUST00096,3,21761.0,1,223051.72
CUST00096,4,48223.42,1,293440.12
CUST00096,5,20739.2,0,418826.89
CUST00096,6,16639.7,0,45195.96
CUST00097,1,6235.27,1,81453.7
CUST00097,2,30751.61,0,428555.59
CUST00097,3,34132.1,0,103365.49
CUST00097,4,34321.43,1,10026.18
CUST00097,5,40113.66,0,4448.99
CUST00097,6,46018.19,0,86600.33
CUST00098,1,41038.92,0,126195.22
CUST00098,2,41228.85,1,356370.24
CUST00098,3,36921.57,1,211903.4
CUST00098,4,21941.4,1,229499.01
CUST00098,5,14819.41,1,338598.08
CUST00098,6,42093.99,1,292243.58
CUST00099,1,5330.64,0,483242.73
CUST00099,2,42772.03,1,323671.06
CUST00099,3,32407.25,1,342206.57
CUST00099,4,26678.23,1,494180.48
CUST00099,5,33826.76,1,130573.45
CUST00099,6,36999.22,0,149395.56
CUST00100,1,11746.82,0,449843.52
CUST00100,2,41244.34,1,202049.21
CUST00100,3,19381.36,0,360641.6
CUST00100,4,34493.03,1,129713.14
CUST00100,5,23835.46,1,368366.05
CUST00100,6,31236.07,1,408007.35
CUST00101,1,20442.52,0,111181.6
CUST00101,2,29058.58,1,453263.25
CUST00101,3,35234.08,1,150097.41
CUST00101,4,12649.4,0,438247.39
CUST00101,5,13151.11,1,235390.44
CUST00101,6,38341.35,0,404171.93
CUST00102,1,39331.32,0,473461.69
CUST00102,2,45481.6,0,44649.91
CUST00102,3,20987.75,0,435716.12
CUST00102,4,23921.27,1,185841.21
CUST00102,5,31350.68,1,425606.94
CUST00102,6,26174.15,0,291787.31
CUST00103,1,47493.54,1,236109.84
CUST00103,2,13754.47,1,433748.88
CUST00103,3,22175.11,1,206553.63
CUST00103,4,44188.21,0,68682.63
CUST00103,5,14013.35,1,493595.8
CUST00103,6,45178.03,1,71612.08
CUST00104,1,43807.73,0,389470.59
CUST00104,2,26941.14,0,493320.19
CUST00104,3,19103.63,1,2356.75
CUST00104,4,17308.75,0,288139.46
CUST00104,5,12129.58,1,64702.98
CUST00104,6,24517.01,1,201696.74
CUST00105,1,48439.75,1,2334.57
CUST00105,2,29020.22,0,186550.7
CUST00105,3,5633.47,1,378423.87
CUST00105,4,28896.52,1,338374.07
CUST00105,5,33200.91,0,113132.86
CUST00105,6,44464.33,1,64465.4
CUST00106,1,22259.77,1,153057.55
CUST00106,2,7937.92,1,149101.13
CUST00106,3,18087.25,0,260144.21
CUST00106,4,28585.29,1,443987.02
CUST00106,5,49796.26,1,498069.46
CUST00106,6,27058.04,0,82441.75
CUST00107,1,45810.24,1,9562.37
CUST00107,2,15094.46,0,105595.11
CUST00107,3,5986.1,1,84492.37
CUST00107,4,21496.62,0,396063.58
CUST00107,5,21883.66,0,127894.59
CUST00107,6,29063.0,1,296962.03
CUST00108,1,7158.22,1,326783.81
CUST00108,2,5888.38,0,57894.91
CUST00108,3,24994.14,1,273641.19
CUST00108,4,26347.84,0,102747.46
CUST00108,5,35858.3,1,150558.23
CUST00108,6,34774.91,0,260154.62
CUST00109,1,33025.9,0,68581.76
CUST00109,2,42379.37,1,255792.39
CUST00109,3,32796.41,1,57006.28
CUST00109,4,9781.87,0,304500.9
CUST00109,5,40008.15,1,486559.86
CUST00109,6,21106.48,1,147675.6
CUST00110,1,6773.26,1,455178.31
CUST00110,2,35969.18,1,165301.81
CUST00110,3,5123.21,0,44501.42
CUST00110,4,9969.39,1,334510.97
CUST00110,5,11711.5,1,389763.11
CUST00110,6,8377.17,0,50645.24
CUST00111,1,16515.14,0,228375.62
CUST00111,2,48978.09,1,232138.68
CUST00111,3,9491.4,0,437070.22
CUST00111,4,43351.19,1,400798.05
CUST00111,5,19071.82,0,57950.53
CUST00111,6,43306.07,1,4836.16
CUST00112,1,11227.75,0,85256.14
CUST00112,2,21088.73,1,477544.58
CUST00112,3,17073.92,0,46475.66
CUST00112,4,41673.39,0,56916.0
CUST00112,5,23011.26,1,135916.55
CUST00112,6,22357.2,1,399949.55
CUST00113,1,34198.09,0,56528.28
CUST00113,2,36327.64,1,490784.59
CUST00113,3,42995.74,1,208013.86
CUST00113,4,31583.76,1,339196.57
CUST00113,5,13156.73,1,389582.15
CUST00113,6,32511.13,0,439975.12
CUST00114,1,37727.54,0,241539.83
CUST00114,2,26965.52,1,220343.94
CUST00114,3,7850.12,0,157118.97
CUST00114,4,36705.57,0,262408.96
CUST00114,5,38463.07,0,282506.11
CUST00114,6,49005.3,0,436571.78
CUST00115,1,28359.49,0,350290.09
CUST00115,2,9285.9,0,363325.98
CUST00115,3,26686.84,0,338147.78
CUST00115,4,22319.45,1,446030.94
CUST00115,5,32581.13,1,321699.36
CUST00115,6,12061.73,1,425935.58
CUST00116,1,44123.7,1,375715.0
CUST00116,2,19428.52,1,485072.52
CUST00116,3,7265.78,0,275247.78
CUST00116,4,22038.69,0,39415.3
CUST00116,5,24988.5,1,224049.29
CUST00116,6,43546.52,1,158030.76
CUST00117,1,49130.18,0,326686.5
